ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
8951856,01/01/2013 01:00:00 AM,THEFT,OVER $500,OTHER,False,False,1925,19.0,44.0,41.944881638,-87.649413299
20750,01/01/2013 02:45:00 PM,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,True,False,221,2.0,4.0,41.812317533,-87.609891755
20749,01/01/2013 03:45:00 AM,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,1215,12.0,27.0,41.894541113,-87.662361421
20751,01/01/2013 04:56:00 PM,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,824,8.0,14.0,41.787541886,-87.698507299
12003595,01/01/2013 05:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),False,False,324,3.0,8.0,,
12133272,01/01/2013 10:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1024,10.0,12.0,,
8952392,01/01/2013 11:28:00 PM,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,True,False,2424,24.0,49.0,42.019451998,-87.680926058
9933418,01/01/2013 12:00:00 AM,HUMAN TRAFFICKING,COMMERCIAL SEX ACTS,STREET,False,False,612,6.0,17.0,,
11607783,01/01/2013 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,True,False,1133,11.0,24.0,,
12368064,01/01/2013 12:00:00 PM,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,False,True,1631,16.0,38.0,,
10926145,01/01/2013 12:00:00 PM,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,True,123,1.0,25.0,,
12187137,01/01/2013 12:00:00 AM,SEX OFFENSE,OTHER,RESIDENCE,False,True,423,4.0,7.0,,
11938849,01/01/2013 12:30:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,713,7.0,16.0,,
20752,01/02/2013 03:15:00 PM,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,523,5.0,34.0,41.668287557,-87.639183666
8953310,01/02/2013 05:50:00 AM,THEFT,OVER $500,STREET,False,False,1214,12.0,42.0,41.889036994,-87.643967875
20753,01/02/2013 06:45:00 PM,HOMICIDE,FIRST DEGREE MURDER,GARAGE/AUTO REPAIR,False,False,824,8.0,16.0,41.791124233,-87.683965265
8958978,01/03/2013 08:58:00 PM,THEFT,$500 AND UNDER,DEPARTMENT STORE,True,False,2513,25.0,36.0,41.909307068,-87.80576669
8956394,01/04/2013 06:00:00 PM,THEFT,OVER $500,STREET,False,False,123,1.0,2.0,41.87178962,-87.633564301
21082,01/04/2013 07:30:00 PM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,False,True,1412,14.0,35.0,41.938029128,-87.713670269
20755,01/05/2013 03:52:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,713,7.0,16.0,41.793190941,-87.659704705
20757,01/05/2013 07:26:00 PM,HOMICIDE,FIRST DEGREE MURDER,HOUSE,True,True,423,4.0,7.0,41.743629649,-87.562463183
20754,01/05/2013 08:06:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1423,14.0,26.0,41.908886162,-87.693291067
20756,01/05/2013 08:33:00 PM,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,2221,22.0,21.0,41.734770191,-87.669115954
20759,01/06/2013 08:00:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,632,6.0,6.0,41.741190698,-87.614651636
11410778,01/06/2013 09:00:00 AM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,432,4.0,10.0,,
20758,01/06/2013 11:15:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1533,15.0,24.0,41.875876568,-87.745294518
8958614,01/07/2013 12:00:00 PM,THEFT,OVER $500,STREET,False,False,1831,18.0,42.0,41.895511407,-87.64044566
20761,01/08/2013 06:35:00 AM,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,False,False,1115,11.0,28.0,41.878857958,-87.726521499
20762,01/08/2013 07:05:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1821,18.0,27.0,41.906890723,-87.638460098
20773,01/09/2013 09:15:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,921,9.0,14.0,41.820916786,-87.698313499
20764,01/10/2013 01:06:00 AM,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,1122,11.0,28.0,41.879328725,-87.723179151
26495,01/10/2013 07:00:00 AM,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,True,False,431,4.0,7.0,41.708875915,-87.56331434
20766,01/10/2013 09:19:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,726,7.0,15.0,41.778644591,-87.670276573
20765,01/10/2013 10:15:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,333,3.0,5.0,41.766088572,-87.574770965
20768,01/11/2013 06:41:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1031,10.0,22.0,41.84355397,-87.718432537
20767,01/11/2013 07:12:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1132,11.0,24.0,41.875040676,-87.725478099
8965169,01/11/2013 10:20:00 AM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2422,24.0,49.0,42.019399237,-87.675049485
8966135,01/11/2013 10:50:00 PM,BATTERY,SIMPLE,OTHER,False,False,712,7.0,16.0,41.781099015,-87.64846533
20769,01/11/2013 11:50:00 PM,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,False,False,1212,12.0,1.0,41.899364823,-87.6881041
20770,01/13/2013 02:49:00 AM,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,1011,10.0,24.0,41.863810959,-87.723881057
20771,01/14/2013 05:03:00 AM,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,False,False,1522,15.0,29.0,41.876650547,-87.755587101
8969463,01/15/2013 01:30:00 AM,BURGLARY,FORCIBLE ENTRY,DEPARTMENT STORE,False,False,2513,25.0,36.0,41.909307068,-87.80576669
20772,01/15/2013 01:42:00 PM,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,False,False,1021,10.0,24.0,41.863916253,-87.709250452
20776,01/17/2013 05:57:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1731,17.0,30.0,41.938836316,-87.746116798
20775,01/17/2013 05:58:00 AM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,1712,17.0,39.0,41.969256062,-87.739207483
8975423,01/18/2013 05:23:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,2513,25.0,36.0,41.909307068,-87.80576669
8974730,01/18/2013 07:20:00 AM,ASSAULT,SIMPLE,STREET,False,False,523,5.0,9.0,41.66516926,-87.62556593
20777,01/18/2013 09:15:00 PM,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,False,False,2532,25.0,37.0,41.909407737,-87.76310227
20778,01/18/2013 09:31:00 PM,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,False,False,934,9.0,16.0,41.795335057,-87.66219065
8976426,01/19/2013 02:25:00 AM,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,2513,25.0,36.0,41.909307068,-87.80576669
8976827,01/19/2013 07:08:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2422,24.0,49.0,42.019399237,-87.675049485
8978318,01/19/2013 11:00:00 PM,THEFT,OVER $500,STREET,False,False,1433,14.0,32.0,41.91072397,-87.660972253
20781,01/20/2013 02:12:00 AM,HOMICIDE,FIRST DEGREE MURDER,HOUSE,True,False,735,7.0,17.0,41.767520286,-87.674756939
11970897,01/23/2013 05:30:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1915,19.0,46.0,,
20782,01/23/2013 10:07:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1112,11.0,27.0,41.899789214,-87.722550972
20783,01/25/2013 02:59:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,True,711,7.0,20.0,41.787941422,-87.634036893
13222685,01/25/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,424,4.0,10.0,,
9000550,01/25/2013 12:30:00 PM,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,2424,24.0,49.0,42.019411121,-87.677124936
20784,01/26/2013 02:17:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1135,11.0,28.0,41.867809872,-87.697159411
20785,01/26/2013 04:00:00 AM,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,False,False,915,9.0,11.0,41.82353187,-87.640360088
20786,01/26/2013 04:00:00 AM,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,False,False,915,9.0,11.0,41.82353187,-87.640360088
