ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
12943328,01/01/2020 03:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,512,5.0,34.0,,
12217972,01/01/2020 04:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1935,19.0,43.0,,
11940041,01/01/2020 06:00:00 PM,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,False,True,213,2.0,3.0,,
12344574,01/01/2020 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2512,25.0,36.0,,
12904152,01/01/2020 11:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1511,15.0,29.0,,
12790627,01/01/2020 12:00:00 AM,THEFT,$500 AND UNDER,RESIDENCE,True,True,1613,16.0,41.0,,
12721714,01/01/2020 12:00:00 PM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1632,16.0,36.0,,
13022176,01/01/2020 12:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,632,6.0,8.0,,
12704848,01/01/2020 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,813,8.0,13.0,,
12673918,01/01/2020 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1431,14.0,1.0,,
12321317,01/01/2020 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,724,7.0,16.0,,
12316520,01/01/2020 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,True,911,9.0,12.0,,
12351736,01/01/2020 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1211,12.0,26.0,,
13225694,01/01/2020 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1513,15.0,29.0,,
13224152,01/01/2020 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,APARTMENT,False,True,623,6.0,6.0,,
12535988,01/01/2020 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,1023,10.0,12.0,,
12427555,01/01/2020 12:01:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),False,False,1235,12.0,25.0,,
12716844,01/01/2020 12:01:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,221,2.0,4.0,,
12398913,01/01/2020 12:01:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE - PORCH / HALLWAY,False,False,2532,25.0,37.0,,
11938649,01/01/2020 12:30:00 PM,BATTERY,SIMPLE,OTHER,False,False,2024,20.0,46.0,41.97043926,-87.650011483
24891,01/02/2020 02:19:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,322,3.0,6.0,41.768260855,-87.621765291
24889,01/02/2020 02:54:00 AM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,334,3.0,7.0,41.764728045,-87.561272312
24890,01/02/2020 03:17:00 AM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,334,3.0,7.0,41.764728045,-87.561272312
24892,01/02/2020 07:02:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,631,6.0,8.0,41.745258504,-87.602587071
24893,01/03/2020 08:57:00 PM,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,True,False,712,7.0,16.0,41.78408837,-87.654615414
25384,01/03/2020 08:58:00 AM,HOMICIDE,FIRST DEGREE MURDER,NURSING HOME,True,True,1422,14.0,1.0,41.914173986,-87.710197635
12970083,01/03/2020 12:00:00 AM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,False,True,825,8.0,16.0,,
24894,01/04/2020 02:21:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,2511,25.0,29.0,41.930761285,-87.805722243
24895,01/04/2020 06:57:00 PM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,823,8.0,16.0,41.78447735,-87.700150848
11941915,01/04/2020 08:30:00 PM,BATTERY,SIMPLE,STREET,False,False,1831,18.0,42.0,41.890049339,-87.628998255
12652980,01/05/2020 03:40:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,132,1.0,3.0,,
24897,01/05/2020 04:00:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,432,4.0,10.0,41.713254199,-87.537693709
24896,01/05/2020 04:33:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,432,4.0,10.0,41.713254199,-87.537693709
12782877,01/05/2020 12:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,634,6.0,9.0,,
12958411,01/07/2020 02:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,631,6.0,8.0,,
24899,01/10/2020 05:37:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,733,7.0,6.0,41.761448565,-87.651940121
24901,01/10/2020 06:15:00 PM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,711,7.0,20.0,41.786310484,-87.642517431
24900,01/10/2020 06:36:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1135,11.0,28.0,41.871706,-87.696041325
24902,01/12/2020 09:02:00 PM,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,1111,11.0,37.0,41.90071082,-87.734447277
11952488,01/13/2020 05:50:00 AM,THEFT,OVER $500,STREET,False,False,632,6.0,8.0,41.73665694,-87.604172131
11950251,01/13/2020 12:31:00 PM,ASSAULT,SIMPLE,APARTMENT,True,True,1011,10.0,24.0,41.8642839,-87.729251188
24903,01/14/2020 05:27:00 AM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,1733,17.0,33.0,41.949381495,-87.702998991
24913,01/14/2020 07:00:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2534,25.0,37.0,41.903865642,-87.733719838
12301218,01/14/2020 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,831,8.0,17.0,,
24904,01/15/2020 01:10:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,613,6.0,21.0,41.744144963,-87.646282162
11952548,01/15/2020 02:00:00 AM,THEFT,RETAIL THEFT,GAS STATION,False,False,111,1.0,4.0,,
11953221,01/15/2020 05:48:00 PM,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,2422,24.0,49.0,42.019399237,-87.675049485
24905,01/15/2020 10:01:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2232,22.0,34.0,41.714226935,-87.641334012
11954311,01/16/2020 06:15:00 PM,THEFT,OVER $500,STREET,False,False,1424,14.0,1.0,41.90490027,-87.669860808
24907,01/16/2020 09:44:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1024,10.0,12.0,41.848117903,-87.706794468
24906,01/16/2020 12:36:00 AM,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,False,False,612,6.0,17.0,41.751396002,-87.654226969
24908,01/17/2020 07:02:00 PM,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,False,False,722,7.0,6.0,41.771742743,-87.638703592
24911,01/18/2020 01:00:00 PM,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,False,False,1522,15.0,29.0,41.874574905,-87.754845736
24909,01/18/2020 04:30:00 AM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,False,False,712,7.0,16.0,41.788374949,-87.652296754
24910,01/18/2020 12:55:00 PM,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,False,1411,14.0,33.0,41.932769071,-87.692780391
24912,01/19/2020 09:55:00 PM,HOMICIDE,FIRST DEGREE MURDER,CHA APARTMENT,True,True,1223,12.0,27.0,41.88453321,-87.680030969
11959240,01/20/2020 11:02:00 AM,THEFT,$500 AND UNDER,APARTMENT,False,False,233,2.0,5.0,,
24950,01/21/2020 11:15:00 PM,HOMICIDE,FIRST DEGREE MURDER,PORCH,False,False,2221,22.0,21.0,41.734844304,-87.669118854
24914,01/22/2020 02:17:00 PM,HOMICIDE,FIRST DEGREE MURDER,AUTO,True,False,1113,11.0,28.0,41.878865807,-87.742766464
11959296,01/22/2020 04:05:00 PM,ASSAULT,SIMPLE,SIDEWALK,False,False,324,3.0,8.0,41.758758328,-87.58688634
